Time,Solar,Wind
2010-01-04 16:00:00,14186.16,0.0
2010-01-04 17:00:00,5898.0,0.0
2010-01-05 10:00:00,12421.86,0.0
2010-01-05 11:00:00,14210.46,0.0
2010-01-05 12:00:00,14723.64,0.0
2010-01-05 13:00:00,13625.16,0.0
2010-01-05 14:00:00,20007.08,0.0
2010-01-05 15:00:00,19501.94,0.0
2010-01-05 16:00:00,12511.12,0.0
2010-01-05 17:00:00,4400.84,0.0
2010-01-06 10:00:00,9522.26,0.0
2010-01-06 11:00:00,14295.44,0.0
2010-01-06 12:00:00,18739.66,0.0
2010-01-06 13:00:00,26164.36,0.0
2010-01-06 14:00:00,37008.6,0.0
2010-01-06 15:00:00,33488.7,0.0
2010-01-06 16:00:00,18329.84,0.0
2010-01-06 17:00:00,6352.52,0.0
2010-01-07 10:00:00,10114.34,0.0
2010-01-07 11:00:00,19204.96,0.0
2010-01-07 12:00:00,19687.72,0.0
2010-01-07 13:00:00,21446.0,0.0
2010-01-07 14:00:00,16248.42,0.0
2010-01-07 15:00:00,7739.1,0.0
2010-01-07 16:00:00,1372.92,0.0
2010-01-08 10:00:00,4979.204153,0.0
2010-01-08 11:00:00,7590.68,0.0
2010-01-08 12:00:00,13824.98,0.0
2010-01-08 13:00:00,20624.0,0.0
2010-01-08 14:00:00,21511.12,0.0
2010-01-08 15:00:00,20099.38,0.0
2010-01-08 16:00:00,18016.0,0.0
2010-01-08 17:00:00,9522.16,0.0
2010-01-09 10:00:00,37558.26,0.0
2010-01-09 11:00:00,96435.48,0.0
2010-01-09 12:00:00,147798.38,0.0
2010-01-09 13:00:00,173552.06,0.0
2010-01-09 14:00:00,170306.06,0.0
2010-01-09 15:00:00,156550.82,0.0
2010-01-09 16:00:00,122563.86,0.0
2010-01-09 17:00:00,61592.86,0.0
2010-01-10 10:00:00,41510.26,0.0
2010-01-10 11:00:00,93251.84,0.0
2010-01-10 12:00:00,158242.18,0.0
2010-01-10 13:00:00,178238.7,0.0
2010-01-10 14:00:00,145492.52,0.0
2010-01-10 15:00:00,157734.86,0.0
2010-01-10 16:00:00,122940.84,0.0
2010-01-10 17:00:00,56321.84,0.0
2010-01-11 12:00:00,5.0922246377,0.0
2010-01-11 13:00:00,320.42583333,0.0
2010-01-11 14:00:00,1420.9889362,0.0
2010-01-11 15:00:00,12604.3,0.0
2010-01-11 16:00:00,10666.58,0.0
2010-01-11 17:00:00,3947.530971,0.0
2010-01-12 10:00:00,9066.82,0.0
2010-01-12 11:00:00,22946.18,0.0
2010-01-12 12:00:00,49661.16,0.0
2010-01-12 13:00:00,73261.94,0.0
2010-01-12 14:00:00,63374.6,0.0
2010-01-12 15:00:00,47015.98,0.0
2010-01-12 16:00:00,43048.02,0.0
2010-01-12 17:00:00,11762.74,0.0
2010-01-13 10:00:00,45304.9,0.0
2010-01-13 11:00:00,92850.26,0.0
2010-01-13 12:00:00,128096.28,0.0
2010-01-13 13:00:00,152430.22,0.0
2010-01-13 14:00:00,155163.48,0.0
2010-01-13 15:00:00,142348.3,0.0
2010-01-13 16:00:00,107766.7,0.0
